ship_nodc,ship_name,remarks,source_url
77AL,ALBATROSS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49PG,ALBATROSS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AL,ALBATROSS II,1926-1948,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AB,ALBATROSS III,1948-2/20/59,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31A4,ALBATROSS IV,2/27/63-present;WMVF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
54BZ,ALBERNI DAWN,ELAC5,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
46AL,ALBERT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AH,ALBERT CHRISTINE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3158,ALBERT DAVID,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
745U,ALBERT EDWARD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
54BK,ALBERTWILL,callSign D5NU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
26AL,ALBORG BUGT L/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
26AB,ALBORG C/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
29LG,ALCALA GALIANO,USS JARVIS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
20AL,ALCATRAZA II,(CB2683)  11/25/1991,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A3,ALCHIBA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18HH,ALCIDE C. HORTH,(VA6669)  U. OF QUEBEC AT RIMOUSKI UQAR,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AS,ALCOA SEAPROBE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AJ,ALCONA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31L2,ALCOR,callSign PCGV,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48AL,ALDA MADRE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A4,ALDEBARAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AD,ALDER POINT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
57VA,ALE ANDRO DE HUMBOLDT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
65AH,ALEJERO HUMBOLDT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90BU,ALEKSANDR BORISOV,callSign UTNT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90A1,ALEKSANDR KOVALEVSKY,ICES REQUEST(not  same ship as other 'Kovalevskys),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90W1,ALEKSANDR NEVSKY,"OCL REQUEST 19th cent ""Fregat"" type Hydromet Servc",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90ON,ALEKSANDR SMIRNOV,FORMERLY ORION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90JV,ALEKSANDR VLASOV,ICES REQUEST  20Nov65 to 27Nov75,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AA,ALEMANIA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
74AL,ALERT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
61AL,ALERT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
319L,ALERT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AE,ALEUTIAN,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3298,ALEUTIAN DEVELOPER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32LZ,ALEUTIAN TERN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AX,ALEXANDRINE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
08AM,ALFEREZ MACKINLAY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AQ,ALFONSO DE ALBERQUERQUE,(CTHD)  09/03/1979,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18NE,ALFRED NEEDLER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35FD,ALFRED VIEU,1930,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90DS,ALGA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
903M,ALGAMA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06JB,ALGENIB,OCL REQUEST  ship-of-opportunity,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18GL,ALGERINE,1951-56,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90JX,ALGINIB,ICES REQUEST  06Jul90 to 27Nov90,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
SVAB,ALGOA BAY,J8FO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321Q,ALGOL,AKR-287 EX-EXCHANGE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AQ,ALGONQUIN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32QA,ALIANORA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
46AF,ALICE FREYMANN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AL,ALIDADE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
CUAL,ALIOT,SRT-M-8005,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AY,ALIS,; callSign FHQB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
74A3,ALISTER HARDY,OCL request; OCL code 7655,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AK,ALKOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
36AL,ALKYONI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32ZO,ALL STAR SR,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A5,ALLAGASH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
9010,ALLAID,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
09Y3,ALLANWOOD,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AG,ALLEGHENY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
323A,ALLEGIANCE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321R,ALLEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06A4,ALLIANCE,(DRMX) NATO SHIP SACLANT ITALY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
09AL,ALLUNGA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
901E,ALMA ATA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90YL,ALMAR-212,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48BB,ALMARE IV,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68CA,ALMEIDA CARVALHO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
08AB,ALMIRANTE BROWN,OCL REQUEST; callSign LOBK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
14AC,ALMIRANTE CAMARA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
08AI,ALMIRANTE IRIZAR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AM,ALMIRANTE LACERDA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
29AL,ALMIRANTE LOBO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
20AM,ALMIRANTE MONTT,callSign CCAM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
22AP,ALMIRANTE PADIL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
14AS,ALMIRANTE SALDANHA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AF,ALMORAVIDE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
MUAF,ALMORAVIDE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31HX,ALPHA HELIX,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
905R,ALPHERAS,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48AE,ALPINO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AB,ALSTER EXPRESS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
57AL,ALTAIR,FORMERLY GILLISS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90AF,ALTAIR,SRTM-80M,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AL,ALTAIR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AO,ALTAMAHA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06JC,ALTE LIEBE CUXHAVEN,OCL REQUEST coastal station 06-01-1947 to present,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90UX,ALTFATER,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
36BB,ALTHEA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32LB,ALUMIAC,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3222,ALUMIAK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32K8,ALUMINIAK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AV,ALVARES CABRAL,CTFK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
26AV,ALVILDE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31A5,ALVIN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
KUAW,AL-WATTYAH,(9KJP),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49A8,AMAGI MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32GZ,AMAK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AT,AMALTHEE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49AQ,AMAMI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32LX,AMATULI,callSign WY2184,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
742A,AMAZON,F-169,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
HOAM,AMAZON,(HQFG8)  01/08/1990 TUG BOAT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
55AM,AMBARIAKA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AM,AMBASSADOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49WD,AMBASSADOR BRIDGE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AH,AMBROSE L/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
742L,AMBUSCADE,F-172,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3114,AMERICA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49M8,AMERICA MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
BHAJ,AMERICA STAR,this shipname after 12/91; callsign C6JZ2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32MM,AMERICAN ALTAIR,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318K,AMERICAN ARGO,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31M5,AMERICAN BAY,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318V,AMERICAN CAPE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321S,AMERICAN CHALLENGER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321T,AMERICAN CHAMPION,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321U,AMERICAN CHARGER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321V,AMERICAN CHIEFTAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3295,AMERICAN CORMORANT,callSign KGOP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321W,AMERICAN CORSAIR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321X,AMERICAN COURIER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
323M,AMERICAN DRACO,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321Y,AMERICAN EAGLE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3196,AMERICAN EXPLORER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318H,AMERICAN LAKE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AA,AMERICAN MAIL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321Z,AMERICAN MONARCH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318O,AMERICAN PRIDE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3211,AMERICAN RACER,callSign KNDF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3212,AMERICAN RANGER,callSign KNKW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32VX,AMERICAN RAPID,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3296,AMERICAN RELIANCE,callSign KNKX,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
312M,AMERICAN RESERVIST,FORMERLY MORMAC LYNX < 1983,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32MR,AMERICAN RIGEL,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32WU,AMERICAN SPITFIRE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32WV,AMERICAN TITAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3183,AMERICAN TRADE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3213,AMERICAN TRADER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3214,AMERICAN TROJAN,AK-1010,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32MV,AMERICAN VEGA,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32QP,AMERICAN VETERAN,callSign WEZT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32VO,AMERICAN VIKING,callSign WYX2824,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AP,AMETHYST,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
904L,AMETIST,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
58MM,AMI F/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A6,AMICK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AI,AMIGO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35BJ,AMIRAL CHARNER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AM,AMIRAL MOUCHEZ,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AM,AMLAC,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31N2,AMMEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48AM,AMMIRAGLIO MAGNAHI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35MP,AMPERE,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
353E,AMPHIOPE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AP,AMPHIOXUS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AP,AMPHITRITE POINT F/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90JY,AMRA,ICES REQUEST  23Jul37 to 24Sep38,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AM,AMRUMBANK,callSign DIRT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
641A,AMSTELBRINK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
64AM,AMSTERDAM,callSign HQDU2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
351W,AMYOT D'INVILLE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
45AC,AN CAPPALL BAN,(F/V),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
36BR,ANAGEL ARES,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
20AA,ANAKENA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
