li,docid,url,title,more_versions,related_article,explore_at,explore_at_n,download_formats,download_formats_n,dataset_updated,dataset_provided_by,time_period_covered,area_covered,authors,description
118,L2cvMTF3aHhnZ3drcA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHhnZ3drcA==,"Kelp bass fishing by temperature, Santa Paula",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20Santa%20Paula&docid=L2cvMTF3aHhnZ3drcA%3D%3D&vers=NjU4MjIzMDY1Njc0NDM5NzIy,NA,https://usa.fishermap.org/city/santa-paula/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.066,33.3555,-118.066,35.3555],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.066,34.3555]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (Santa Paula)
119,L2cvMTF3Znh5cGNjaw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Znh5cGNjaw==,"Kelp bass activity by pressure, Santa Paula",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20pressure%2C%20Santa%20Paula&docid=L2cvMTF3Znh5cGNjaw%3D%3D&vers=NjYxNTI4MjY0MDYyODkzMTYy,NA,https://usa.fishermap.org/city/santa-paula/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.066,33.3555,-118.066,35.3555],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.066,34.3555]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Santa Paula
120,L2cvMTF3ZnhfdHl0bg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnhfdHl0bg==,"Kelp bass activity by wind speed, Santa Monica",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Santa%20Monica&docid=L2cvMTF3ZnhfdHl0bg%3D%3D&vers=ODcyMDkzNTI5NTE2Mjk0MDQ2Mg%3D%3D,NA,https://usa.fishermap.org/city/santa-monica/kelp-bass/,1,,0,2022-10-11,NA,NA,"{""type"":""Feature"",""bbox"":[-119.499,33.0086,-117.499,35.0086],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.499,34.0086]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Santa Monica
121,L2cvMTFsdGdzcjRkNw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGdzcjRkNw==,"Kelp bass fishing by temperature, Laguna Woods",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20Laguna%20Woods&docid=L2cvMTFsdGdzcjRkNw%3D%3D&vers=MTQ0OTMyODY2MzEzOTkwMzAwNzQ%3D,NA,https://usa.fishermap.org/city/laguna-woods/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.729,32.61,-116.729,34.61],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.729,33.61]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (Laguna Woods)
122,L2cvMTFsdGw3MnIzOQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw3MnIzOQ==,"Kelp bass activity by pressure, Corona",NA,NA,https://usa.fishermap.org/city/corona/kelp-bass/,1,,0,2022-06-30,NA,NA,"{""type"":""Feature"",""bbox"":[-118.578,32.8581,-116.578,34.8581],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.578,33.8581]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Corona
123,L2cvMTFsdGw3bXdzNA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw3bXdzNA==,"Kelp bass fishing by temperature, San Diego",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20San%20Diego&docid=L2cvMTFsdGw3bXdzNA%3D%3D&vers=NTI2OTkxMTI5MTcwODc2NzUzMA%3D%3D,NA,https://usa.fishermap.org/city/san-diego/kelp-bass/,1,,0,2024-05-06,NA,NA,"{""type"":""Feature"",""bbox"":[-118.108,31.8245,-116.108,33.8245],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.108,32.8245]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (San Diego)
124,L2cvMTFsdjRobXFkMg==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdjRobXFkMg==,"Kelp bass activity by pressure, Santee",NA,NA,https://usa.fishermap.org/city/santee/kelp-bass/,1,,0,2024-07-18,NA,NA,"{""type"":""Feature"",""bbox"":[-117.988,31.859499999999997,-115.988,33.8595],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-116.988,32.8595]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Santee
125,L2cvMTFsdjhjazMxeA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdjhjazMxeA==,"Kelp bass activity by wind direction, Cypress",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20Cypress&docid=L2cvMTFsdjhjazMxeA%3D%3D&vers=NTg0MDI4NTE5OTY1NjQ1MTk1MA%3D%3D,NA,https://usa.fishermap.org/city/cypress/kelp-bass/,1,,0,2022-10-07,NA,NA,"{""type"":""Feature"",""bbox"":[-119.038,32.8191,-117.038,34.8191],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.038,33.8191]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on Cypress
126,L2cvMTFsdGhkNzVzeA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGhkNzVzeA==,"Kelp bass activity by wind speed, Carpinteria",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Carpinteria&docid=L2cvMTFsdGhkNzVzeA%3D%3D&vers=NDExMTQ5ODg3Nzk5NzgzNDE1NA%3D%3D,NA,https://usa.fishermap.org/city/carpinteria/kelp-bass/,1,,0,2023-08-13,NA,NA,"{""type"":""Feature"",""bbox"":[-120.512,33.3814,-118.512,35.3814],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.512,34.3814]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Carpinteria
127,L2cvMTF3aF96a3AzZw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF96a3AzZw==,"Kelp bass activity by month, Port Hueneme",NA,NA,https://usa.fishermap.org/city/port-hueneme/kelp-bass/,1,,0,2023-08-06,NA,NA,"{""type"":""Feature"",""bbox"":[-120.204,33.1601,-118.204,35.1601],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.204,34.1601]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Port Hueneme. Based on 6 reports.
128,L2cvMTFsbm1iZmRwNw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsbm1iZmRwNw==,"Kelp bass activity by pressure, California",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20pressure%2C%20California&docid=L2cvMTFsbm1iZmRwNw%3D%3D&vers=MTgxMzUzNDkwNDA2MTc1NTI0Mg%3D%3D,NA,https://usa.fishermap.org/region/california/kelp-bass/,1,,0,2022-09-28,NA,NA,"{""type"":""Feature"",""bbox"":[-120.306,36.2695,-118.306,38.2695],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.306,37.2695]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on California
129,L2cvMTFsdGw4OHRiMA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw4OHRiMA==,"Kelp bass activity by weather conditions, San Diego",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20weather%20conditions%2C%20San%20Diego&docid=L2cvMTFsdGw4OHRiMA%3D%3D&vers=NDExNzEyNjA0NTQzMDA4NzAxOA%3D%3D,NA,https://usa.fishermap.org/city/san-diego/kelp-bass/,1,,0,2024-05-06,NA,NA,"{""type"":""Feature"",""bbox"":[-118.108,31.8245,-116.108,33.8245],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.108,32.8245]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on San Diego
130,L2cvMTF3ZmowMV9kMw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZmowMV9kMw==,"Kelp bass fishing by temperature, Costa Mesa",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20Costa%20Mesa&docid=L2cvMTF3ZmowMV9kMw%3D%3D&vers=MTM5MDg5MzY4NzQ1NzY5MDMyMjY%3D,NA,https://usa.fishermap.org/city/costa-mesa/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.909,32.6636,-116.909,34.6636],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.909,33.6636]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (Costa Mesa)
131,L2cvMTF3Zno3MzQwbA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zno3MzQwbA==,"Kelp bass activity by month, Baldwin Park",NA,NA,https://usa.fishermap.org/city/baldwin-park/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.975,33.0811,-116.975,35.0811],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.975,34.0811]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Baldwin Park. Based on 38 reports.
132,L2cvMTFsdG05X2Y2aA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdG05X2Y2aA==,"Kelp bass activity by wind speed, Calabasas",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Calabasas&docid=L2cvMTFsdG05X2Y2aA%3D%3D&vers=NDEwOTgwMzQzNTQyOTc0ODU5MQ%3D%3D,NA,https://usa.fishermap.org/city/calabasas/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-119.663,33.1363,-117.663,35.1363],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.663,34.1363]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Calabasas
133,L2cvMTF3aDJyNDZfZA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aDJyNDZfZA==,"Kelp bass activity by wind speed, Fountain Valley",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Fountain%20Valley&docid=L2cvMTF3aDJyNDZfZA%3D%3D&vers=NDExODgxOTI4ODkwOTY0MzYyNg%3D%3D,NA,https://usa.fishermap.org/city/fountain-valley/kelp-bass/,1,,0,2023-07-31,NA,NA,"{""type"":""Feature"",""bbox"":[-118.948,32.7101,-116.948,34.7101],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.948,33.7101]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Fountain Valley
134,L2cvMTF3amI3dzlnNg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3amI3dzlnNg==,"Kelp bass activity by wind speed, El Segundo",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20El%20Segundo&docid=L2cvMTF3amI3dzlnNg%3D%3D&vers=NjQxNzMzOTY4NzU4MjQ2MDk3MA%3D%3D,NA,https://usa.fishermap.org/city/el-segundo/kelp-bass/,1,,0,2024-05-16,NA,NA,"{""type"":""Feature"",""bbox"":[-119.437,32.9097,-117.437,34.9097],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.437,33.9097]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on El Segundo
135,L2cvMTF3bW40dnBkeg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3bW40dnBkeg==,"Probabilities of Kelp bass fishing reports by month,",https://datasetsearch.research.google.com/search?src=0&query=versions%3AProbabilities%20of%20Kelp%20bass%20fishing%20reports%20by%20month%2C&docid=L2cvMTF3bW40dnBkeg%3D%3D&vers=ODcxOTIzNzY0OTY3NDc5Mjc1MA%3D%3D,NA,https://usa.fishermap.org/city/essex/kelp-bass/,1,,0,2022-06-26,NA,NA,NA,NA,The data is based on the months when the Kelp bass was caught in(on)
136,L2cvMTFsdGxiMHg0Yg==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGxiMHg0Yg==,"Kelp bass activity by month, Village of Sag Harbor",NA,NA,https://usa.fishermap.org/city/village-of-sag-harbor/kelp-bass/,1,,0,2023-08-09,NA,NA,"{""type"":""Feature"",""bbox"":[-73.2905,39.9948,-71.2905,41.9948],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-72.2905,40.9948]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Village of Sag Harbor. Based on 1 reports.
137,L2cvMTF3cG00MjZucw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cG00MjZucw==,"Kelp bass activity by weather conditions, Burbank",NA,NA,https://usa.fishermap.org/city/burbank-california/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-119.325,33.1822,-117.325,35.1822],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.325,34.1822]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on Burbank
138,L2cvMTF3ZnJ5ejhybQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnJ5ejhybQ==,"Kelp bass activity by wind speed, Downey",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Downey&docid=L2cvMTF3ZnJ5ejhybQ%3D%3D&vers=NzU3NTc0NTAxMTI2NTQ3MDI1MA%3D%3D,NA,https://usa.fishermap.org/city/downey/kelp-bass/,1,,0,2023-04-19,NA,NA,"{""type"":""Feature"",""bbox"":[-119.13,32.9377,-117.13,34.9377],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.13,33.9377]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Downey
139,L2cvMTF3aHhiOWM2cQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHhiOWM2cQ==,"Kelp bass activity by weather conditions, Baldwin Park",NA,NA,https://usa.fishermap.org/city/baldwin-park/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.975,33.0811,-116.975,35.0811],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.975,34.0811]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on Baldwin Park
140,L2cvMTF3ajQxZzR0eQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ajQxZzR0eQ==,"Kelp bass activity by month, Bell",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Bell&docid=L2cvMTF3ajQxZzR0eQ%3D%3D&vers=ODcyMDkzNzQ5NDY1MTI2ODY1MA%3D%3D,NA,https://usa.fishermap.org/city/bell/kelp-bass/,1,,0,2024-07-11,NA,NA,"{""type"":""Feature"",""bbox"":[-119.179,32.9812,-117.179,34.9812],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.179,33.9812]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Bell. Based on 43 reports.
141,L2cvMTFsdGw5a3Mycw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw5a3Mycw==,"Kelp bass activity by wind speed, Norwalk",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Norwalk&docid=L2cvMTFsdGw5a3Mycw%3D%3D&vers=NDEwOTgxMjIyNzIwODE4MTg3MA%3D%3D,NA,https://usa.fishermap.org/city/norwalk-california/kelp-bass/,1,,0,2024-05-13,NA,NA,"{""type"":""Feature"",""bbox"":[-119.077,32.9069,-117.077,34.9069],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.077,33.9069]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Norwalk
142,L2cvMTFsdGw1NHJweA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw1NHJweA==,"Kelp bass fishing by hours, Cypress",NA,NA,https://usa.fishermap.org/city/cypress/kelp-bass/,1,,0,2022-10-07,NA,NA,"{""type"":""Feature"",""bbox"":[-119.038,32.8191,-117.038,34.8191],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.038,33.8191]}]}}",https://fishermap.org,Chart shows analytics data on the timing for Kelp bass fishing (Cypress)
143,L2cvMTF5N2tqZ3I2dg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF5N2tqZ3I2dg==,"Kelp bass activity by weather conditions, Santa Paula",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20weather%20conditions%2C%20Santa%20Paula&docid=L2cvMTF5N2tqZ3I2dg%3D%3D&vers=Mjg5NDgyMDg0MDI4MjgxNTU5MA%3D%3D,NA,https://usa.fishermap.org/city/santa-paula/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.066,33.3555,-118.066,35.3555],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.066,34.3555]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on Santa Paula
144,L2cvMTF3Zmx4Mmpycw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx4Mmpycw==,"Kelp bass activity by wind speed, Santa Clarita",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Santa%20Clarita&docid=L2cvMTF3Zmx4Mmpycw%3D%3D&vers=MTgxMjk3NDIwOTAzMjk0NTE5OA%3D%3D,NA,https://usa.fishermap.org/city/santa-clarita/kelp-bass/,1,,0,2024-06-29,NA,NA,"{""type"":""Feature"",""bbox"":[-119.496,33.4188,-117.496,35.4188],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.496,34.4188]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Santa Clarita
145,L2cvMTF3amNqcGhrMw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3amNqcGhrMw==,"Kelp bass activity by month, San Dimas",NA,NA,https://usa.fishermap.org/city/san-dimas/kelp-bass/,1,,0,2022-10-24,NA,NA,"{""type"":""Feature"",""bbox"":[-118.813,33.1144,-116.813,35.1144],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.813,34.1144]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on San Dimas. Based on 17 reports.
146,L2cvMTF3Zm52eGhzXw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zm52eGhzXw==,"Kelp bass activity by pressure, Rolling Hills",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20pressure%2C%20Rolling%20Hills&docid=L2cvMTF3Zm52eGhzXw%3D%3D&vers=MTEwMzgwMjg0Mzg2MzI0OTcwMDM%3D,NA,https://usa.fishermap.org/city/rolling-hills/kelp-bass/,1,,0,2024-07-30,NA,NA,"{""type"":""Feature"",""bbox"":[-119.348,32.7611,-117.348,34.7611],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.348,33.7611]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Rolling Hills
147,L2cvMTF3aF94NHpnMg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF94NHpnMg==,"Kelp bass activity by month, Imperial Beach",NA,NA,https://usa.fishermap.org/city/imperial-beach/kelp-bass/,1,,0,2022-05-17,NA,NA,"{""type"":""Feature"",""bbox"":[-118.116,31.5629,-116.116,33.5629],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.116,32.5629]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Imperial Beach. Based on 16 reports.
148,L2cvMTFsdGw2dzZqdA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGw2dzZqdA==,"Kelp bass activity by month, Los Alamos",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Los%20Alamos&docid=L2cvMTFsdGw2dzZqdA%3D%3D&vers=MTc5NDU0MzMwOTQ4ODM0MzczNDQ%3D,NA,https://usa.fishermap.org/city/los-alamos-california/kelp-bass/,1,,0,2024-05-14,NA,NA,"{""type"":""Feature"",""bbox"":[-121.275,33.738,-119.275,35.738],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-120.275,34.738]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Los Alamos. Based on 1 reports.
149,L2cvMTF3amNqdzhqcQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3amNqdzhqcQ==,"Kelp bass activity by pressure, Sun City",NA,NA,https://usa.fishermap.org/city/sun-city/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-118.199,32.7141,-116.199,34.7141],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.199,33.7141]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Sun City
150,L2cvMTF3MWdwcXE5eQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3MWdwcXE5eQ==,"Kelp bass activity by wind speed, Lakeside (CA)",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Lakeside%20%28CA%29&docid=L2cvMTF3MWdwcXE5eQ%3D%3D&vers=ODcyMDkwMDExMzIwODYwNTc1NA%3D%3D,NA,https://usa.fishermap.org/fish-map/lakeside-ca-fishing/kelp-bass/,1,,0,2024-05-08,NA,NA,"{""type"":""Feature"",""bbox"":[-117.91,31.850299999999997,-115.91,33.8503],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-116.91,32.8503]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Lakeside (CA)
151,L2cvMTFsdHh0M2pwdA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdHh0M2pwdA==,"Kelp bass activity by wind direction, Goleta",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20Goleta&docid=L2cvMTFsdHh0M2pwdA%3D%3D&vers=NjQxNzM0MDIzOTYyMTY4MTE5OA%3D%3D,NA,https://usa.fishermap.org/city/goleta/kelp-bass/,1,,0,2024-09-17,NA,NA,"{""type"":""Feature"",""bbox"":[-120.863,33.4363,-118.863,35.4363],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.863,34.4363]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on Goleta
152,L2cvMTF3Zmx0OTMycA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx0OTMycA==,"Kelp bass activity by month, Encinitas",NA,NA,https://usa.fishermap.org/city/encinitas/kelp-bass/,1,,0,2022-06-21,NA,NA,"{""type"":""Feature"",""bbox"":[-118.282,32.0425,-116.282,34.0425],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.282,33.0425]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Encinitas. Based on 20 reports.
153,L2cvMTFsbmxnMWZtOA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsbmxnMWZtOA==,"Kelp bass activity by weather conditions, California",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20weather%20conditions%2C%20California&docid=L2cvMTFsbmxnMWZtOA%3D%3D&vers=MzQ3MDg2NDA1MTQyODgxODM0Ng%3D%3D,NA,https://usa.fishermap.org/region/california/kelp-bass/,1,,0,2022-09-28,NA,NA,"{""type"":""Feature"",""bbox"":[-120.306,36.2695,-118.306,38.2695],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.306,37.2695]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on California
154,L2cvMTF2eXZncTJzYw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF2eXZncTJzYw==,"Kelp bass activity by wind direction, United States",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20United%20States&docid=L2cvMTF2eXZncTJzYw%3D%3D&vers=NDExOTk0NTE4ODgxMTYzNjUyMg%3D%3D,NA,https://usa.fishermap.org/fish-map/fish/kelp-bass/,1,,0,2024-03-05,NA,NA,"{""type"":""Feature"",""bbox"":[-97.7588,36.1943,-95.7588,38.1943],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-96.7588,37.1943]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on United States
155,L2cvMTFsdnpjZjIzNA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdnpjZjIzNA==,"Kelp bass activity by pressure, Fillmore",NA,NA,https://usa.fishermap.org/city/fillmore/kelp-bass/,1,,0,2024-09-18,NA,NA,"{""type"":""Feature"",""bbox"":[-119.916,33.4017,-117.916,35.4017],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.916,34.4017]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Fillmore
156,L2cvMTF3ajUxX2h0NQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ajUxX2h0NQ==,"Kelp bass activity by pressure, Downey",NA,NA,https://usa.fishermap.org/city/downey/kelp-bass/,1,,0,2023-04-19,NA,NA,"{""type"":""Feature"",""bbox"":[-119.13,32.9377,-117.13,34.9377],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.13,33.9377]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Downey
