netid,cruise_ymd,ctdcruise,cast_count,nline,nstation,stline,ststa,acline,acsta,rptline,rptsta,ctdlat,ctdlon,nlat,nlon,bottomdepth,date,time,nettime
220,195102,195102,2442,136.7,35,136.7,35,136.7,34.8,136.7,35,25.166666,-113.075,25.166666,-113.075,1646,1951-02-22,23:30:00,1951-02-22 22:26:00+00
184,195102,195102,2403,113.3,70,113,70,113.4,70.1,113.3,70,28.033333,-117.925,28.033333,-117.925,3658,1951-02-09,02:24:00,1951-02-09 01:27:00+00
159,195102,195102,2379,90,80,90,80,90,80,90,80,31.75,-121.316666,31.75,-121.316666,3621,1951-02-20,11:48:00,1951-02-20 10:42:00+00
127,195102,195102,2346,105,50,105,50,105,50.3,105,50,30.141666,-117.575,30.141666,-117.575,1463,1951-02-09,15:06:00,1951-02-09 14:11:00+00
163,195102,195102,2383,90,120,90,120,90,120.2,90,120,30.408333,-124.008333,30.408333,-124.008333,4023,1951-02-21,10:48:00,1951-02-21 11:22:00+00
214,195102,195102,2435,130,70,130,70,129.9,70,130,70,25.166666,-116.05,25.166666,-116.05,3840,1951-02-21,05:30:00,1951-02-21 04:36:00+00
168,195102,195102,2388,80,90,80,90,80,90,80,90,33.15,-123.216666,33.15,-123.216666,4279,1951-02-23,17:00:00,1951-02-23 15:26:00+00
211,195102,195102,2432,130,40,130,40,129.9,40.3,130,40,26.166666,-114.166666,26.166666,-114.166666,3658,1951-02-20,12:18:00,1951-02-20 11:16:00+00
172,195102,195102,2392,83.3,60,83.3,60,83.4,60,83.3,60,33.566666,-120.75,33.566666,-120.75,1609,1951-02-24,22:54:00,1951-02-24 21:05:00+00
173,195102,195102,2393,83.3,55,83.3,55,83.4,55.1,83.3,55,33.733333,-120.408333,33.733333,-120.408333,1189,1951-02-25,02:54:00,1951-02-25 01:46:00+00
206,195102,195102,2427,123.3,60,123,60,123.3,60.8,123.3,60,26.616666,-116.2,26.616666,-116.2,3931,1951-02-18,19:12:00,1951-02-18 17:26:00+00
193,195102,195102,2413,110,80,110,80,110.2,80.2,110,80,28.25,-118.95,28.25,-118.95,4023,1951-02-11,08:18:00,1951-02-11 07:16:00+00
154,195102,195102,2374,90,37,90,37,90,37.1,90,37,33.183333,-118.391666,33.183333,-118.391666,1179,1951-02-19,06:24:00,1951-02-19 04:50:00+00
129,195102,195102,2348,105,70,105,70,105,70.3,105,70,29.483333,-118.9,29.483333,-118.9,3475,1951-02-10,02:48:00,1951-02-10 01:50:00+00
164,195102,195102,2384,80,130,80,130,80,129.9,80,130,31.816666,-125.933333,31.816666,-125.933333,4224,1951-02-22,07:18:00,1951-02-22 08:05:00+00
148,195102,195102,2368,93.3,50,93.3,50,93.4,50.1,93.3,50,32.166666,-118.891666,32.166666,-118.891666,1262,1951-02-17,04:00:00,1951-02-17 02:35:00+00
131,195102,195102,2350,105,90,105,90,104.9,90.4,105,90,28.825,-120.233333,28.825,-120.233333,3548,1951-02-10,15:24:00,1951-02-10 14:32:00+00
131,195102,195102,2351,105,90,105,90,104.9,90.4,105,90,28.825,-120.233333,28.825,-120.233333,3548,1951-02-10,16:30:00,1951-02-10 14:32:00+00
215,195102,195102,2436,130,80,130,80,130.1,80,130,80,24.808333,-116.666666,24.808333,-116.666666,3840,1951-02-21,11:06:00,1951-02-21 09:56:00+00
215,195102,195102,2437,130,80,130,80,130.1,80,130,80,24.808333,-116.666666,24.808333,-116.666666,3840,1951-02-21,12:30:00,1951-02-21 09:56:00+00
176,195102,195102,2396,100,30,100,30,100.1,30.1,100,30,31.675,-116.775,31.675,-116.775,384,1951-02-07,03:06:00,1951-02-07 01:37:00+00
137,195102,195102,2357,100,40,100,40,100,40,100,40,31.35,-117.45,31.35,-117.45,1994,1951-02-12,07:12:00,1951-02-12 06:11:00+00
202,195102,195102,2423,120,45,120,45,120,45.1,120,45,27.716666,-115.55,27.716666,-115.55,3109,1951-02-13,22:42:00,1951-02-13 21:42:00+00
170,195102,195102,2390,80,70,80,70,80,70.1,80,70,33.816666,-121.85,33.816666,-121.85,3731,1951-02-24,05:00:00,1951-02-24 09:54:00+00
128,195102,195102,2347,105,60,105,60,105,60.4,105,60,29.808333,-118.241666,29.808333,-118.241666,3512,1951-02-09,20:48:00,1951-02-09 19:44:00+00
151,195102,195102,2371,90,30,90,30,90,30.2,90,30,33.408333,-117.916666,33.408333,-117.916666,549,1951-02-18,13:48:00,1951-02-18 12:45:00+00
196,195102,195102,2417,120,100,120,100,120,100.2,120,100,25.883333,-119.1,25.883333,-119.1,4023,1951-02-12,10:36:00,1951-02-12 09:27:00+00
155,195102,195102,2375,90,45,90,45,90,45,90,45,32.908333,-118.933333,32.908333,-118.933333,1737,1951-02-19,11:36:00,1951-02-19 10:22:00+00
138,195102,195102,2358,96.7,40,96.7,40,96.7,40.1,96.7,40,31.925,-117.833333,31.925,-117.833333,1463,1951-02-14,12:54:00,1951-02-14 11:06:00+00
139,195102,195102,2359,96.7,50,96.7,50,96.7,50,96.7,50,31.591666,-118.5,31.591666,-118.5,2450,1951-02-14,18:48:00,1951-02-14 17:52:00+00
169,195102,195102,2389,80,80,80,80,80,80,80,80,33.483333,-122.533333,33.483333,-122.533333,4096,1951-02-23,23:12:00,1951-02-23 22:26:00+00
209,195102,195102,2430,126.7,40,126.7,40,126.7,40,126.7,40,26.725,-114.491666,26.725,-114.491666,2926,1951-02-19,12:54:00,1951-02-19 11:26:00+00
152,195102,195102,2372,86.7,35,86.7,35,86.7,34.9,86.7,35,33.833333,-118.625,33.833333,-118.625,549,1951-02-18,20:30:00,1951-02-18 19:16:00+00
204,195102,195102,2425,123.3,40,123,40,123.4,40.1,123.3,40,27.3,-114.858333,27.3,-114.858333,549,1951-02-18,07:06:00,1951-02-18 05:46:00+00
198,195102,195102,2419,120,80,120,80,120.3,81,120,80,26.466666,-117.833333,26.466666,-117.833333,3840,1951-02-13,00:24:00,1951-02-12 23:26:00+00
130,195102,195102,2349,105,80,105,80,104.9,80.4,105,80,29.15,-119.566666,29.15,-119.566666,3658,1951-02-10,09:30:00,1951-02-10 08:00:00+00
221,195102,195102,2443,136.7,40,136.7,40,136.7,39.8,136.7,40,25,-113.391666,25,-113.391666,2560,1951-02-23,03:12:00,1951-02-23 02:16:00+00
212,195102,195102,2433,130,50,130,50,129.8,50.9,130,50,25.833333,-114.85,25.833333,-114.85,3658,1951-02-20,17:48:00,1951-02-20 18:36:00+00
162,195102,195102,2382,90,110,90,110,90,110.1,90,110,30.741666,-123.333333,30.741666,-123.333333,3950,1951-02-21,05:48:00,1951-02-21 04:36:00+00
134,195102,195102,2354,100,70,100,70,100.1,70,100,70,30.341666,-119.45,30.341666,-119.45,3840,1951-02-11,13:00:00,1951-02-11 11:40:00+00
158,195102,195102,2378,90,70,90,70,90,70.2,90,70,32.075,-120.65,32.075,-120.65,3840,1951-02-20,03:00:00,1951-02-20 03:44:00+00
186,195102,195102,2406,113.3,40,113,40,113.4,40.3,113.3,40,29.016666,-115.966666,29.016666,-115.966666,1902,1951-02-09,19:36:00,1951-02-09 18:26:00+00
144,195102,195102,2364,93.3,90,93.3,90,93.4,90,93.3,90,30.833333,-121.583333,30.833333,-121.583333,4206,1951-02-16,02:12:00,1951-02-16 00:35:00+00
183,195102,195102,2402,116.7,70,116.7,70,116.6,69,116.7,70,27.516666,-117.483333,27.516666,-117.483333,3749,1951-02-08,20:48:00,1951-02-08 20:01:00+00
210,195102,195102,2431,130,35,130,35,129.9,35.2,130,35,26.333333,-113.833333,26.333333,-113.833333,658,1951-02-20,08:36:00,1951-02-20 07:26:00+00
205,195102,195102,2426,123.3,50,123,50,123.3,50.3,123.3,50,26.966666,-115.516666,26.966666,-115.516666,3840,1951-02-18,12:48:00,1951-02-18 11:36:00+00
203,195102,195102,2424,120,35,120,35,120,35.1,120,35,28.05,-114.9,28.05,-114.9,86,1951-02-14,04:12:00,1951-02-14 03:27:00+00
165,195102,195102,2385,80,120,80,120,80,119.9,80,120,32.15,-125.258333,32.15,-125.258333,4462,1951-02-22,17:18:00,1951-02-22 16:16:00+00
199,195102,195102,2420,120,70,120,70,120.3,69.8,120,70,26.85,-117.116666,26.85,-117.116666,3840,1951-02-13,06:30:00,1951-02-13 05:36:00+00
166,195102,195102,2386,80,110,80,110,80,109.9,80,110,32.483333,-124.575,32.483333,-124.575,4023,1951-02-23,02:00:00,1951-02-23 00:39:00+00
217,195102,195102,2439,133.3,50,133,50,133.6,49.5,133.3,50,25.216666,-114.35,25.216666,-114.35,3840,1951-02-22,05:24:00,1951-02-22 04:36:00+00
126,195102,195102,2345,105,40,105,40,105,40.2,105,40,30.475,-116.9,30.475,-116.9,2049,1951-02-09,09:06:00,1951-02-09 07:40:00+00
135,195102,195102,2355,100,60,100,60,100,60,100,60,30.683333,-118.791666,30.683333,-118.791666,2706,1951-02-11,18:42:00,1951-02-11 17:50:00+00
200,195102,195102,2421,120,60,120,60,120.1,59.5,120,60,27.216666,-116.466666,27.216666,-116.466666,3749,1951-02-13,12:54:00,1951-02-13 11:26:00+00
179,195102,195102,2399,116.7,40,116.7,40,116.6,40.5,116.7,40,28.466666,-115.633333,28.466666,-115.633333,1006,1951-02-08,04:48:00,1951-02-08 03:56:00+00
156,195102,195102,2376,90,53,90,53,90,53.1,90,53,32.641666,-119.483333,32.641666,-119.483333,823,1951-02-19,17:00:00,1951-02-19 15:45:00+00
161,195102,195102,2381,90,100,90,100,90,100.1,90,100,31.075,-122.666666,31.075,-122.666666,4169,1951-02-20,23:48:00,1951-02-20 22:56:00+00
141,195102,195102,2361,96.7,70,96.7,70,96.7,70,96.7,70,30.916666,-119.841666,30.916666,-119.841666,3695,1951-02-15,06:42:00,1951-02-15 05:51:00+00
145,195102,195102,2365,93.3,80,93.3,80,93.4,80,93.3,80,31.166666,-120.908333,31.166666,-120.908333,3986,1951-02-16,08:12:00,1951-02-16 07:11:00+00
167,195102,195102,2387,80,100,80,100,80,99.9,80,100,32.816666,-123.9,32.816666,-123.9,4535,1951-02-23,09:06:00,1951-02-23 08:16:00+00
149,195102,195102,2369,93.3,40,93.3,40,93.4,40,93.3,40,32.5,-118.208333,32.5,-118.208333,1682,1951-02-17,10:24:00,1951-02-17 09:17:00+00
132,195102,195102,2352,100,90,100,90,100.1,90.1,100,90,29.675,-120.783333,29.675,-120.783333,4060,1951-02-10,23:54:00,1951-02-10 22:50:00+00
194,195102,195102,2414,110,90,110,90,110.3,90.3,110,90,27.883333,-119.583333,27.883333,-119.583333,3931,1951-02-11,14:24:00,1951-02-11 13:06:00+00
175,195102,195102,2395,96.7,32,96.7,32,96.7,32,96.7,32,32.191666,-117.283333,32.191666,-117.283333,1317,1951-02-06,21:12:00,1951-02-06 20:00:00+00
182,195102,195102,2404,113.3,60,113,60,113.4,60.2,113.3,60,28.366666,-117.275,28.366666,-117.275,3658,1951-02-09,07:48:00,1951-02-08 19:02:00+00
216,195102,195102,2438,133.3,60,133,60,133.4,59.8,133.3,60,24.908333,-115.025,24.908333,-115.025,3840,1951-02-21,23:48:00,1951-02-21 22:45:00+00
189,195102,195102,2409,110,40,110,40,110,40.8,110,40,29.6,-116.383333,29.6,-116.383333,2578,1951-02-10,08:42:00,1951-02-10 07:36:00+00
143,195102,195102,2363,96.7,90,96.7,90,96.7,90.1,96.7,90,30.25,-121.183333,30.25,-121.183333,3913,1951-02-15,19:24:00,1951-02-15 18:15:00+00
331,195103,195103,2559,150,80,150,80,150.1,79.6,150,80,21.35,-114.433333,21.35,-114.433333,3566,1951-03-13,00:06:00,1951-03-12 21:16:00+00
245,195103,195103,2468,93.3,90,93.3,90,93.4,90,93.3,90,30.833333,-121.583333,30.833333,-121.583333,4133,1951-03-15,15:54:00,1951-03-15 14:46:00+00
225,195103,195103,2447,100,40,100,40,100,40,100,40,31.35,-117.45,31.35,-117.45,1902,1951-03-09,08:06:00,1951-03-09 03:50:00+00
318,195103,195103,2544,156.7,30,156.7,30,156.8,28.8,156.7,30,21.883333,-110.583333,21.88,-110.583333,2834,1951-03-09,09:18:00,1951-03-09 06:56:00+00
279,195103,195103,2502,106.7,60,106.7,60,106.7,60.2,106.7,60,29.525,-118.041666,29.521666,-118.045,3566,1951-03-10,08:00:00,1951-03-10 07:11:00+00
327,195103,195103,2554,150,40,150,40,150.1,40.8,150,40,22.65,-112.033333,22.653333,-112.033333,3017,1951-03-11,20:12:00,1951-03-11 18:31:00+00
346,195103,195103,2571,136.7,35,136.7,35,136.7,34.6,136.7,35,25.175,-113.066666,25.175,-113.068333,1463,1951-03-18,22:54:00,1951-03-18 21:26:00+00
344,195103,195103,2570,143.3,35,143,35,144,33.8,143.3,35,23.941666,-112.241666,23.938333,-112.238333,823,1951-03-16,18:18:00,1951-03-16 17:21:00+00
237,195103,195103,2459,96.7,40,96.7,40,96.7,40.1,96.7,40,31.925,-117.833333,31.925,-117.833333,1390,1951-03-12,21:12:00,1951-03-12 20:06:00+00
295,195103,195103,2519,110,60,110,60,110.2,60.2,110,60,28.916666,-117.641666,28.916666,-117.641666,3658,1951-03-14,08:54:00,1951-03-14 09:21:00+00
286,195103,195103,2509,116.7,60,116.7,60,116.6,60.3,116.7,60,27.8,-116.916666,27.798333,-116.916666,3840,1951-03-12,03:30:00,1951-03-12 02:26:00+00
288,195103,195103,2511,113.3,70,113,70,113.3,70.5,113.3,70,28.033333,-117.958333,28.036666,-117.958333,3658,1951-03-12,15:24:00,1951-03-12 14:36:00+00
233,195103,195103,2455,96.7,80,96.7,80,96.7,80,96.7,80,30.591666,-120.516666,30.591666,-120.516666,3877,1951-03-11,18:18:00,1951-03-11 19:11:00+00
331,195103,195103,2558,150,80,150,80,150.1,79.6,150,80,21.35,-114.433333,21.35,-114.433333,3566,1951-03-12,22:06:00,1951-03-12 21:16:00+00
311,195103,195103,2536,123.3,50,123,50,123.4,50.2,123.3,50,26.966666,-115.508333,26.966666,-115.508333,3200,1951-03-18,22:06:00,1951-03-18 21:21:00+00
264,195103,195103,2487,80,110,80,110,80,109.9,80,110,32.483333,-124.575,32.483333,-124.575,4389,1951-03-22,00:12:00,1951-03-21 23:22:00+00
338,195103,,,146.7,20,,,,,,,,,23.9,-111.08,,,,1951-03-15 12:43:00+00
325,195103,195103,2552,150,25,150,25,150,23.9,150,25,23.225,-110.983333,23.225,-110.983333,1116,1951-03-11,09:06:00,1951-03-11 07:36:00+00
358,195103,195103,2582,130,70,130,70,129.8,70.3,130,70,25.183333,-116.083333,25.181666,-116.086666,3365,1951-03-21,20:18:00,1951-03-21 19:26:00+00
319,195103,195103,2545,156.7,40,156.7,40,157,38.8,156.7,40,21.525,-111.183333,21.525,-111.183333,3017,1951-03-09,15:06:00,1951-03-09 14:15:00+00
315,195103,195103,2541,126.7,40,126.7,40,126.6,39.8,126.7,40,26.75,-114.483333,26.75,-114.483333,3017,1951-03-19,18:42:00,1951-03-19 17:56:00+00
285,195103,195103,2508,116.7,50,116.7,50,116.6,50.1,116.7,50,28.133333,-116.25,28.13,-116.25,3840,1951-03-11,21:42:00,1951-03-11 20:27:00+00
282,195103,195103,2505,106.7,35,106.7,35,106.8,35.2,106.7,35,30.333333,-116.366666,30.333333,-116.363333,1097,1951-03-11,00:24:00,1951-03-10 23:41:00+00
290,195103,195103,2513,113.3,50,113,50,113.4,50.6,113.3,50,28.675,-116.641666,28.675,-116.643333,3566,1951-03-13,03:06:00,1951-03-13 02:11:00+00
307,195103,195103,2532,120,50,120,50,120.2,50.3,120,50,27.516666,-115.875,27.518333,-115.873333,3931,1951-03-18,00:42:00,1951-03-17 23:51:00+00
339,195103,195103,2566,146.7,25,146.7,25,146.7,24.5,146.7,25,23.775,-111.366666,23.771666,-111.37,393,1951-03-15,16:30:00,1951-03-15 15:34:00+00
243,195103,195103,2465,93.3,70,93.3,70,93.5,70.1,93.3,70,31.483333,-120.233333,31.483333,-120.233333,3986,1951-03-15,03:06:00,1951-03-15 02:12:00+00
270,195103,195103,2493,80,55,80,55,80,55,80,55,34.316666,-120.8,34.316666,-120.8,805,1951-03-23,16:12:00,1951-03-23 14:52:00+00
227,195103,195103,2449,100,60,100,60,100,60,100,60,30.683333,-118.791666,30.683333,-118.791666,2743,1951-03-09,22:36:00,1951-03-09 21:20:00+00
356,195103,195103,2580,130,50,130,50,130.1,50.5,130,50,25.783333,-114.791666,25.781666,-114.791666,3292,1951-03-21,06:54:00,1951-03-21 05:51:00+00
340,195103,,,146.7,30,,,,,,,,,23.616666,-111.683333,,,,1951-03-15 21:51:00+00
359,195103,195103,2583,130,80,130,80,129.8,81.2,130,80,24.816666,-116.775,24.816666,-116.775,3713,1951-03-22,01:30:00,1951-03-22 00:47:00+00
244,195103,195103,2466,93.3,80,93.3,80,93.4,80,93.3,80,31.166666,-120.908333,31.166666,-120.908333,4096,1951-03-15,08:30:00,1951-03-15 09:06:00+00
306,195103,195103,2531,120,60,120,60,120.1,60.4,120,60,27.191666,-116.533333,27.191666,-116.53,3749,1951-03-17,15:18:00,1951-03-17 16:10:00+00
254,195103,195103,2477,90,53,90,53,90,53.1,90,53,32.641666,-119.483333,32.641666,-119.483333,1335,1951-03-18,23:00:00,1951-03-18 22:02:00+00
268,195103,195103,2491,80,70,80,70,80,70.1,80,70,33.816666,-121.85,33.816666,-121.85,4023,1951-03-23,02:00:00,1951-03-23 02:36:00+00
304,195103,195103,2529,120,80,120,80,120.1,80.1,120,80,26.541666,-117.808333,26.541666,-117.808333,3840,1951-03-17,03:36:00,1951-03-17 02:41:00+00
252,195103,195103,2475,90,37,90,37,90,37.1,90,37,33.183333,-118.391666,33.183333,-118.391666,1189,1951-03-18,12:00:00,1951-03-18 10:41:00+00
301,195103,195103,2526,120,110,120,110,120,110.2,120,110,25.55,-119.733333,25.55,-119.733333,4023,1951-03-16,07:12:00,1951-03-16 06:21:00+00
313,195103,195103,2539,126.7,60,126.7,60,126.8,59.7,126.7,60,26.058333,-115.741666,26.058333,-115.741666,3609,1951-03-19,08:30:00,1951-03-19 07:11:00+00
244,195103,195103,2467,93.3,80,93.3,80,93.4,80,93.3,80,31.166666,-120.908333,31.166666,-120.908333,4096,1951-03-15,10:12:00,1951-03-15 09:06:00+00
278,195103,195103,2501,106.7,70,106.7,70,106.5,70.1,106.7,70,29.216666,-118.708333,29.216666,-118.705,2926,1951-03-10,02:18:00,1951-03-10 01:11:00+00
313,195103,195103,2538,126.7,60,126.7,60,126.8,59.7,126.7,60,26.058333,-115.741666,26.058333,-115.741666,3609,1951-03-19,07:06:00,1951-03-19 07:11:00+00
314,195103,195103,2540,126.7,50,126.7,50,126.7,49.8,126.7,50,26.4,-115.116666,26.403333,-115.116666,3731,1951-03-19,14:00:00,1951-03-19 13:21:00+00
274,195103,195103,2497,103.3,60,103,60,103.3,59.7,103.3,60,30.116666,-118.383333,30.118333,-118.383333,3017,1951-03-09,03:24:00,1951-03-09 01:21:00+00
273,195103,195103,2496,103.3,50,103,50,103.2,50,103.3,50,30.466666,-117.758333,30.463333,-117.758333,2651,1951-03-08,21:30:00,1951-03-08 20:06:00+00
224,195103,195103,2446,100,30,100,30,100.1,30.1,100,30,31.675,-116.775,31.675,-116.775,475,1951-03-08,22:36:00,1951-03-08 21:15:00+00
231,195103,195103,2453,100,100,100,100,100,100.1,100,100,29.341666,-121.45,29.341666,-121.45,4096,1951-03-11,00:36:00,1951-03-10 23:30:00+00
305,195103,195103,2530,120,70,120,70,120.1,70.2,120,70,26.866666,-117.166666,26.866666,-117.166666,3931,1951-03-17,09:12:00,1951-03-17 08:26:00+00
354,195103,195103,2578,130,35,130,35,130.4,35.6,130,35,26.241666,-113.808333,26.243333,-113.81,658,1951-03-20,20:48:00,1951-03-20 18:21:00+00
299,195103,195103,2524,110,100,110,100,110,100.5,110,100,27.608333,-120.291666,27.608333,-120.291666,4114,1951-03-15,10:30:00,1951-03-15 09:41:00+00
256,195103,195103,2479,90,70,90,70,90,70.2,90,70,32.075,-120.65,32.075,-120.65,3840,1951-03-19,09:36:00,1951-03-19 10:06:00+00
241,195103,195103,2463,93.3,50,93.3,50,93.4,50.1,93.3,50,32.166666,-118.891666,32.166666,-118.891666,1280,1951-03-14,15:42:00,1951-03-14 14:21:00+00
277,195103,195103,2500,106.7,80,106.7,80,106.4,79.7,106.7,80,28.916666,-119.35,28.916666,-119.35,3749,1951-03-09,20:42:00,1951-03-09 19:36:00+00
302,195103,195103,2527,120,100,120,100,119.9,100.3,120,100,25.891666,-119.116666,25.891666,-119.113333,4206,1951-03-16,12:06:00,1951-03-16 12:56:00+00
258,195103,195103,2481,90,90,90,90,90,89.9,90,90,31.416666,-121.983333,31.416666,-121.983333,3986,1951-03-19,23:48:00,1951-03-19 23:02:00+00
324,195103,195103,2551,153.3,20,153,20,153.4,19.5,153.3,20,22.791666,-110.366666,22.791666,-110.366666,594,1951-03-11,01:42:00,1951-03-11 00:27:00+00
348,195103,195103,2573,136.7,50,136.7,50,136.6,49.6,136.7,50,24.683333,-114.025,24.68,-114.028333,3931,1951-03-19,08:30:00,1951-03-19 07:26:00+00
275,195103,195103,2498,103.3,70,103,70,103.5,69.5,103.3,70,29.766666,-119.016666,29.766666,-119.016666,3566,1951-03-09,09:30:00,1951-03-09 08:16:00+00
303,195103,195103,2528,120,90,120,90,120,90.2,120,90,26.216666,-118.458333,26.216666,-118.458333,4114,1951-03-16,20:12:00,1951-03-16 19:31:00+00
310,195103,195103,2535,123.3,40,123,40,123.3,40.4,123.3,40,27.3,-114.883333,27.3,-114.883333,549,1951-03-18,16:36:00,1951-03-18 17:06:00+00
337,195103,195103,2565,140,35,140,35,140.2,34.9,140,35,24.558333,-112.708333,24.56,-112.71,421,1951-03-15,00:54:00,1951-03-14 23:46:00+00
236,195103,195103,2458,96.7,50,96.7,50,96.7,50,96.7,50,31.591666,-118.5,31.591666,-118.5,1939,1951-03-12,14:48:00,1951-03-12 12:56:00+00
357,195103,195103,2581,130,60,130,60,130.1,61,130,60,25.433333,-115.458333,25.431666,-115.458333,3493,1951-03-21,12:48:00,1951-03-21 11:51:00+00
238,195103,195103,2460,96.7,32,96.7,32,96.7,32,96.7,32,32.191666,-117.283333,32.191666,-117.283333,1390,1951-03-13,02:18:00,1951-03-13 01:22:00+00
229,195103,195103,2451,100,80,100,80,100,79.9,100,80,30.016666,-120.116666,30.016666,-120.116666,3840,1951-03-10,12:18:00,1951-03-10 10:56:00+00
292,195103,195103,2516,110,35,110,35,110,35.2,110,35,29.783333,-116.008333,29.785,-116.008333,1097,1951-03-13,18:48:00,1951-03-13 17:50:00+00
280,195103,195103,2503,106.7,50,106.7,50,106.7,50.3,106.7,50,29.841666,-117.375,29.838333,-117.373333,2560,1951-03-10,14:00:00,1951-03-10 12:56:00+00
298,195103,195103,2523,110,90,110,90,110,90.4,110,90,27.933333,-119.625,27.933333,-119.625,4114,1951-03-15,05:12:00,1951-03-15 04:26:00+00
281,195103,195103,2504,106.7,40,106.7,40,106.8,40.2,106.7,40,30.166666,-116.7,30.166666,-116.703333,2743,1951-03-10,20:00:00,1951-03-10 18:46:00+00
249,195103,195103,2472,85,50,85,50,85,50,85,50,33.616666,-119.866666,33.616666,-119.866666,219,1951-03-17,17:00:00,1951-03-17 15:51:00+00
353,195103,,,133.3,30,,,,,,,,,25.97,-113,,,,1951-03-20 12:43:00+00
355,195103,195103,2579,130,40,130,40,130,40,130,40,26.15,-114.125,26.15,-114.121666,2286,1951-03-21,00:30:00,1951-03-20 23:36:00+00
335,195103,195103,2563,140,50,140,50,139.8,47.3,140,50,24.208333,-113.533333,24.205,-113.536666,3475,1951-03-14,11:54:00,1951-03-14 11:01:00+00
276,195103,195103,2499,103.3,80,103,80,104.1,77.3,103.3,80,29.4,-119.466666,29.401666,-119.47,3566,1951-03-09,15:30:00,1951-03-09 14:36:00+00
235,195103,195103,2457,96.7,60,96.7,60,96.7,60.2,96.7,60,31.25,-119.183333,31.258333,-119.175,3676,1951-03-12,07:48:00,1951-03-12 06:36:00+00
352,195103,195103,2577,133.3,40,133,40,133.3,39,133.3,40,25.625,-113.716666,25.621666,-113.713333,2286,1951-03-20,07:42:00,1951-03-20 06:41:00+00
345,195103,,,143.3,30,,,,,,,,,24.216666,-111.936666,,,,1951-03-16 21:28:00+00
234,195103,195103,2456,96.7,70,96.7,70,96.7,70,96.7,70,30.916666,-119.841666,30.916666,-119.841666,3877,1951-03-12,01:24:00,1951-03-12 00:41:00+00
255,195103,195103,2478,90,60,90,60,90,60,90,60,32.416666,-119.958333,32.416666,-119.958333,1024,1951-03-19,03:30:00,1951-03-19 02:19:00+00
230,195103,195103,2452,100,90,100,90,100.1,90.1,100,90,29.675,-120.783333,29.675,-120.783333,4023,1951-03-10,18:48:00,1951-03-10 17:31:00+00
247,195103,195103,2470,85,80,85,80,85,80,85,80,32.616666,-121.925,32.616666,-121.925,4133,1951-03-16,13:54:00,1951-03-16 12:04:00+00
317,195103,195103,2543,156.7,20,156.7,20,156.7,19.3,156.7,20,22.216666,-110,22.216666,-110,2871,1951-03-09,02:06:00,1951-03-09 01:46:00+00
259,195103,195103,2482,90,100,90,100,90,100.1,90,100,31.075,-122.666666,31.075,-122.666666,4096,1951-03-20,05:42:00,1951-03-20 04:40:00+00
341,195103,195103,2567,146.7,40,146.7,40,146.4,40.1,146.7,40,23.316666,-112.383333,23.318333,-112.378333,3109,1951-03-16,02:00:00,1951-03-16 01:01:00+00
248,195103,195103,2471,85,70,85,70,85,70,85,70,32.95,-121.241666,32.95,-121.241666,3658,1951-03-16,22:24:00,1951-03-16 20:56:00+00
250,195103,195103,2473,85,40,85,40,85,40,85,40,33.95,-119.175,33.95,-119.175,750,1951-03-17,22:06:00,1951-03-17 21:17:00+00
267,195103,195103,2490,80,80,80,80,79.6,77.3,80,80,33.65,-122.4,33.65,-122.4,4060,1951-03-22,21:24:00,1951-03-22 20:27:00+00
